Company,Product,TypeName,ScreenResolution,CPU_Company,CPU_Type,GPU_Company,GPU_Type,OpSys,Laptop_ID
Lenovo,Thinkpad T470p,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,Intel,HD Graphics 630,Windows 10,598
Dell,Latitude 5289,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,599
Dell,Precision 3520,Workstation,Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,Nvidia,Quadro M620,Windows 10,600
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,601
HP,ProBook 450,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,602
Acer,Aspire 1,Notebook,Full HD 1920x1080,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500,Windows 10,603
MSI,Laptop MSI,Gaming,Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 970M,Windows 10,604
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M420,Linux,605
MSI,GS63VR 7RF,Gaming,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,606
Toshiba,Tecra Z50-C-144,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,607
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,608
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,Intel,HD Graphics 630,Windows 10,609
Acer,Swift SF114-31-P5HY,Notebook,1366x768,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405,Windows 10,610
Lenovo,Thinkpad P51,Notebook,IPS Panel 4K Ultra HD 3840x2160,Intel,Xeon E3-1535M v6,Nvidia,Quadro M2200M,Windows 10,611
Dell,Inspiron 7559,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960<U+039C>,Windows 10,612
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Linux,613
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Linux,614
Dell,Latitude 5580,Notebook,1366x768,Intel,Core i5 7300U,Intel,HD Graphics 620,Linux,615
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,616
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,AMD,Radeon R5 M420,Linux,617
HP,EliteBook 850,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,618
MSI,GT62VR 7RE,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,619
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,IPS Panel Touchscreen 1366x768,Intel,Celeron Quad Core N3160,Intel,HD Graphics 400,Chrome OS,620
HP,ProBook 650,Notebook,1366x768,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,621
Lenovo,ThinkPad T470,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,622
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel,Core i5 8250U,AMD,Radeon 530,Windows 10,623
Fujitsu,LifeBook A557,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,624
HP,EliteBook 850,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,625
Lenovo,IdeaPad 320-15IKB,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 920MX,Windows 10,626
Mediacom,SmartBook 140,Notebook,Full HD 1920x1080,Intel,Atom x5-Z8350,Intel,HD Graphics,Windows 10,627
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,No OS,628
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,629
Dell,XPS 15,Notebook,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,630
Asus,ZenBook 3,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,631
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,632
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i5 8250U,Intel,UHD Graphics 620,Windows 10,633
Lenovo,Ideapad 320-15ISK,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,Nvidia,GeForce 920MX,Windows 10,634
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,635
Asus,VivoBook Pro,Notebook,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,636
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 8250U,Intel,UHD Graphics 620,Windows 10,637
Lenovo,IdeaPad 100S-14IBR,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Windows 10,638
Lenovo,Thinkpad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,639
Dell,XPS 15,Notebook,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,640
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050M,Windows 10,641
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,1600x900,AMD,A9-Series 9420,AMD,Radeon R5,Windows 10,642
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,643
Asus,ROG GL553VE-FY022,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,No OS,644
Acer,Extensa EX2540,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,645
Lenovo,IdeaPad 100S-14IBR,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics,Windows 10,646
Acer,Swift 3,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,Graphics 620,Windows 10,647
Razer,Blade Pro,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,648
Toshiba,Portege Z30-C-16J,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,649
Lenovo,Thinkpad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,650
Asus,ROG G701VI,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 1080,Windows 10,651
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Linux,652
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel,Core i5 8250U,Intel,UHD Graphics 620,Windows 10,653
MSI,GL62M 7REX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,654
HP,250 G6,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,No OS,655
Toshiba,Tecra A50-D-11M,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,656
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel,Core i7 8550U,AMD,Radeon 530,Windows 10,657
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel,Core i7 8550U,AMD,Radeon 530,Windows 10,658
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960,Windows 10,659
Dell,Alienware 17,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,660
Dell,Latitude E7470,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,661
Lenovo,Ideapad 320-15IAP,Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,662
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,663
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,1920x1080,Intel,Core i3 6006U,AMD,Radeon R5 M430,Windows 10,664
MSI,GP72VR Leopard,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,665
Toshiba,Satellite Pro,Notebook,1366x768,Intel,Core i3 6100U,Intel,HD Graphics 520,Windows 10,666
Dell,Latitude 3580,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,667
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon 530,Windows 10,668
Toshiba,Tecra Z50-D-10E,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,669
Acer,Aspire 3,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Linux,670
Microsoft,Surface Laptop,Ultrabook,Touchscreen 2256x1504,Intel,Core i7 7600U,Intel,Iris Plus Graphics 640,Windows 10 S,671
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,AMD,Radeon R5 M430,Windows 10,672
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,673
Lenovo,IdeaPad 320-15AST,Notebook,1366x768,AMD,E-Series E2-9000,AMD,Radeon R2 Graphics,Windows 10,674
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,Nvidia,GeForce 940MX,Windows 10,675
MSI,GP62 7RDX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,676
Asus,Zenbook 3,Ultrabook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,677
HP,Chromebook X360,2 in 1 Convertible,Touchscreen 1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Chrome OS,678
LG,Gram 15Z975,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,Intel,HD Graphics 620,Windows 10,679
Acer,Aspire VX5-591G,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,680
MSI,GV62M 7RD,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,681
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,682
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060,Windows 10,683
HP,17-bs000nv I3,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i3 6006U,AMD,Radeon R5 520,Windows 10,684
Lenovo,Yoga 730,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,Intel,UHD Graphics 620,Windows 10,685
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1070,Windows 10,686
HP,250 G6,Notebook,1366x768,Intel,Core i5 7200U,AMD,Radeon 520,Windows 10,687
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M430,Windows 10,688
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,IPS Panel Full HD 1920x1080,AMD,A10-Series 9600P,AMD,Radeon R7 M440,Windows 10,689
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,1366x768,Intel,Celeron Dual Core 3855U,Intel,HD Graphics 510,Windows 10,690
Acer,Chromebook 14,Notebook,1366x768,Intel,Celeron Dual Core 3855U,Intel,HD Graphics 510,Chrome OS,691
Lenovo,IdeaPad 520s-14IKB,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,692
HP,ZBook 17,Workstation,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,Quadro M1200,Windows 10,693
Lenovo,ThinkPad X1,2 in 1 Convertible,Touchscreen 2560x1440,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,694
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,695
Acer,TravelMate B117-M,Netbook,1366x768,Intel,Celeron Dual Core N3050,Intel,HD Graphics,Windows 10,696
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,697
Asus,Chromebook Flip,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core M M3-6Y30,Intel,HD Graphics 515,Chrome OS,698
Toshiba,Portege Z30T-C-133,Ultrabook,Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,699
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon 530,Windows 10,700
Dell,Inspiron 5577,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,701
Lenovo,IdeaPad 320-15AST,Notebook,Full HD 1920x1080,AMD,A9-Series 9420,AMD,Radeon 530,Windows 10,702
Lenovo,IdeaPad 320-15ABR,Notebook,1366x768,AMD,A12-Series 9720P,AMD,Radeon R7,Windows 10,703
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,704
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,No OS,705
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,706
Acer,Spin 5,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,Intel,UHD Graphics 620,Windows 10,707
Lenovo,ThinkPad P51s,Workstation,Full HD 1920x1080,Intel,Core i7 6500U,Nvidia,Quadro M520M,Windows 7,708
Lenovo,Thinkpad T460p,Notebook,Full HD 1920x1080,Intel,Core i5 6300HQ,Intel,HD Graphics 520,Windows 10,709
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,IPS Panel Full HD 1920x1080,AMD,A10-Series 9620P,AMD,Radeon 530,Windows 10,710
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,711
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel,Core i5 7440HQ,Nvidia,GeForce 930MX,Linux,712
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Linux,713
Asus,VivoBook E403NA,Notebook,Full HD 1920x1080,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,714
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,715
Lenovo,Thinkpad E470,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 920MX,Windows 10,716
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,717
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,1366x768,AMD,A6-Series 7310,AMD,Radeon R4,Windows 10,718
Mediacom,Smartbook 142,Notebook,IPS Panel Full HD 1920x1200,Intel,Atom Z8350,Intel,HD Graphics 400,Windows 10,719
HP,ProBook 470,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 930MX,Windows 10,720
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,721
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Touchscreen 1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,722
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,723
Dell,Alienware 17,Gaming,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,724
MSI,GL72M 7REX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,725
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,No OS,726
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel,Core i5 8250U,AMD,Radeon 530,Windows 10,727
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,728
Dell,Inspiron 5567,Notebook,1366x768,Intel,Core i5 7200U,AMD,Radeon R7 M445,Linux,729
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,Full HD 1920x1080,AMD,A9-Series 9420,AMD,Radeon 520,Windows 10,730
Acer,Predator 17,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,731
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,732
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,Full HD 1920x1080,AMD,A9-Series A9-9420,AMD,Radeon 520,Windows 10,733
Acer,Extensa EX2540-58KR,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,734
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,735
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,736
HP,ZBook 15,Workstation,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,Quadro M2200,Windows 10,737
Dell,Inspiron 5379,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,Intel,UHD Graphics 620,Windows 10,738
MSI,GS63VR 7RF,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,739
Acer,Aspire ES1-572,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,740
Dell,Inspiron 7560,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,741
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,742
Toshiba,Tecra X40-D-10G,Notebook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,743
Lenovo,Flex 5,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,744
Lenovo,Thinkpad P51s,Workstation,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7600U,Nvidia,Quadro M520M,Windows 10,745
Acer,Chromebook 14,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,746
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,747
HP,250 G6,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,748
Dell,Latitude 5480,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,749
HP,Zbook 17,Workstation,IPS Panel Full HD 1920x1080,Intel,Xeon E3-1535M v5,Nvidia,Quadro M2000M,Windows 7,750
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,Touchscreen 1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Windows 10,751
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,752
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,1366x768,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 950M,No OS,753
Lenovo,Thinkpad T460,Ultrabook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,754
Asus,Pro P2540UA-XO0192R,Notebook,1366x768,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,755
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 6260U,Intel,HD Graphics 540,Windows 10,756
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,757
HP,ZBook 15,Workstation,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M,Windows 7,758
Dell,Alienware 17,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,759
Acer,Aspire 3,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,760
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,761
Dell,Latitude 7280,Ultrabook,Full HD 1920x1080,Intel,Core i7 7600U,Intel,HD Graphics 620,Windows 10,762
Google,Pixelbook (Core,Ultrabook,Touchscreen 2400x1600,Intel,Core i5 7Y57,Intel,HD Graphics 615,Chrome OS,763
Asus,Zenbook UX330UA-AH5Q,Ultrabook,IPS Panel Quad HD+ 3200x1800,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,764
Dell,Latitude 3380,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,765
Acer,TravelMate P238-M,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,766
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,1366x768,Intel,Pentium Quad Core N4200,Nvidia,GeForce 920MX,Windows 10,767
Dell,Inspiron 7559,Gaming,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,768
Samsung,Notebook 9,Ultrabook,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,769
Acer,Aspire A315-31,Notebook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Linux,770
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon R7 M445,Windows 10,771
Samsung,Notebook 9,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,AMD,Radeon 540,Windows 10,772
Toshiba,Tecra A40-C-1E5,Notebook,IPS Panel 1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,773
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,774
HP,EliteBook 820,Ultrabook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,775
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,776
Lenovo,Thinkpad P50,Notebook,4K Ultra HD 3840x2160,Intel,Core i7 6820HQ,Nvidia,Quadro M2000M,Windows 7,777
Acer,Swift 3,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,778
Razer,Blade Pro,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,779
Asus,Vivobook Max,Notebook,1920x1080,Intel,Pentium Dual Core N4200,Intel,HD Graphics 505,Windows 10,780
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070M,Windows 10,781
Asus,Rog G752VS-BA171T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1070,Windows 10,782
Toshiba,Tecra Z40-C-161,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,Nvidia,GeForce 930M,Windows 10,783
Lenovo,IdeaPad 110-15IBR,Notebook,1366x768,Intel,Celeron Quad Core N3710,Intel,HD Graphics 405,No OS,784
Lenovo,ThinkPad T470s,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,785
MSI,GS43VR 7RE,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,786
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,787
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,788
Acer,Predator G9-793,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,789
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,790
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX1060,Windows 10,791
Vero,K146 (N3350/4GB/32GB/W10),Notebook,1920x1080,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,792
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,793
